# Step Price Price_Change_Pct Simple_PnL Avellaneda_PnL Envelope_PnL
1223 179.835682 -0.09 0.08 0.08 0.11
1224 179.814734 -0.10 0.08 0.07 0.10
1225 179.813220 -0.10 0.08 0.07 0.10
1226 179.793673 -0.11 0.07 0.07 0.10
1227 179.807267 -0.11 0.08 0.07 0.10
1228 179.819863 -0.10 0.08 0.08 0.10
1229 179.807636 -0.11 0.08 0.07 0.10
1230 179.748830 -0.14 0.07 0.07 0.08
1231 179.725197 -0.15 0.06 0.07 0.07
1232 179.716297 -0.16 0.06 0.07 0.07
1233 179.739548 -0.14 0.06 0.07 0.08
1234 179.715049 -0.16 0.06 0.07 0.07
1235 179.719118 -0.16 0.06 0.07 0.07
1236 179.682434 -0.18 0.05 0.07 0.06
1237 179.705135 -0.16 0.06 0.07 0.07
1238 179.631704 -0.20 0.04 0.07 0.04
1239 179.638204 -0.20 0.04 0.07 0.04
1240 179.584582 -0.23 0.03 0.07 0.03
1241 179.641347 -0.20 0.04 0.07 0.04
1242 179.704649 -0.16 0.06 0.07 0.07
1243 179.671516 -0.18 0.05 0.07 0.05
1244 179.610369 -0.22 0.04 0.07 0.03
1245 179.647696 -0.20 0.05 0.07 0.05
1246 179.612683 -0.22 0.04 0.07 0.03
1247 179.645994 -0.20 0.05 0.07 0.05
1248 179.669218 -0.18 0.05 0.07 0.05
1249 179.654750 -0.19 0.05 0.07 0.05
1250 179.622243 -0.21 0.04 0.07 0.04
1251 179.590372 -0.23 0.03 0.07 0.03
1252 179.642542 -0.20 0.05 0.07 0.04
1253 179.683492 -0.18 0.05 0.07 0.06
1254 179.719662 -0.16 0.06 0.07 0.07
1255 179.763266 -0.13 0.07 0.07 0.09
1256 179.710451 -0.16 0.06 0.07 0.07
1257 179.727452 -0.15 0.06 0.07 0.07
1258 179.727001 -0.15 0.06 0.07 0.07
1259 179.729067 -0.15 0.06 0.07 0.07
1260 179.681271 -0.18 0.05 0.07 0.06
1261 179.652590 -0.19 0.05 0.07 0.05
1262 179.687323 -0.17 0.05 0.07 0.06
1263 179.703335 -0.16 0.06 0.07 0.07
1264 179.743842 -0.14 0.07 0.07 0.08
1265 179.727435 -0.15 0.06 0.07 0.07
1266 179.691580 -0.17 0.06 0.07 0.06
1267 179.672890 -0.18 0.05 0.07 0.06
1268 179.735875 -0.15 0.06 0.07 0.08
1269 179.711845 -0.16 0.06 0.07 0.07
1270 179.777661 -0.12 0.07 0.07 0.09
1271 179.774168 -0.13 0.07 0.07 0.09
1272 179.791322 -0.12 0.07 0.07 0.09
1273 179.776054 -0.12 0.07 0.07 0.09
1274 179.773324 -0.13 0.07 0.07 0.09
1275 179.809316 -0.11 0.08 0.07 0.10
1276 179.755015 -0.14 0.07 0.07 0.08
1277 179.804771 -0.11 0.08 0.07 0.10
1278 179.790036 -0.12 0.07 0.07 0.09
1279 179.803125 -0.11 0.08 0.07 0.10
1280 179.751324 -0.14 0.07 0.07 0.08
1281 179.759010 -0.13 0.07 0.07 0.08
1282 179.741970 -0.14 0.07 0.07 0.08
1283 179.782324 -0.12 0.07 0.07 0.09
1284 179.764108 -0.13 0.07 0.07 0.09
1285 179.786712 -0.12 0.07 0.07 0.09
1286 179.759687 -0.13 0.07 0.07 0.08
1287 179.759925 -0.13 0.07 0.07 0.08
1288 179.740038 -0.14 0.06 0.07 0.08
1289 179.659441 -0.19 0.05 0.07 0.05
1290 179.695412 -0.17 0.06 0.07 0.06
1291 179.705163 -0.16 0.06 0.07 0.07
1292 179.688105 -0.17 0.05 0.07 0.06
1293 179.644001 -0.20 0.05 0.07 0.05
1294 179.640673 -0.20 0.05 0.07 0.04
1295 179.640957 -0.20 0.05 0.07 0.04
1296 179.615164 -0.21 0.04 0.07 0.04
1297 179.612379 -0.22 0.04 0.07 0.03
1298 179.623240 -0.21 0.04 0.07 0.04
1299 179.683736 -0.18 0.05 0.07 0.06
1300 179.660724 -0.19 0.05 0.07 0.05
1301 179.593526 -0.23 0.04 0.07 0.03
1302 179.550066 -0.25 0.03 0.07 0.01
1303 179.543368 -0.25 0.02 0.07 0.01
1304 179.573777 -0.24 0.03 0.07 0.02
1305 179.544332 -0.25 0.02 0.07 0.01
1306 179.559283 -0.24 0.03 0.07 0.02
1307 179.624494 -0.21 0.04 0.07 0.04
1308 179.620877 -0.21 0.04 0.07 0.04
1309 179.629791 -0.21 0.04 0.07 0.04
1310 179.687335 -0.17 0.05 0.07 0.06
1311 179.664874 -0.19 0.05 0.07 0.05
1312 179.724201 -0.15 0.06 0.07 0.07
1313 179.708591 -0.16 0.06 0.07 0.07
1314 179.755604 -0.14 0.07 0.07 0.08
1315 179.787166 -0.12 0.08 0.07 0.09
1316 179.793694 -0.11 0.08 0.07 0.10
1317 179.819900 -0.10 0.08 0.08 0.10
1318 179.790826 -0.12 0.08 0.07 0.09
1319 179.837534 -0.09 0.09 0.08 0.11
1320 179.841433 -0.09 0.09 0.08 0.11
1321 179.880843 -0.07 0.09 0.08 0.13
1322 179.891797 -0.06 0.09 0.08 0.13
1323 179.820462 -0.10 0.08 0.08 0.10
1324 179.850493 -0.08 0.09 0.08 0.11
1325 179.839700 -0.09 0.08 0.08 0.11
1326 179.829113 -0.09 0.08 0.08 0.11
1327 179.771303 -0.13 0.07 0.07 0.09
1328 179.719657 -0.16 0.06 0.07 0.07
1329 179.678284 -0.18 0.06 0.07 0.06
1330 179.700844 -0.17 0.06 0.07 0.06
1331 179.724921 -0.15 0.06 0.07 0.07
1332 179.738492 -0.15 0.07 0.07 0.08
1333 179.743397 -0.14 0.07 0.07 0.08
1334 179.725076 -0.15 0.06 0.07 0.07
1335 179.708420 -0.16 0.06 0.07 0.07
1336 179.679803 -0.18 0.06 0.07 0.06
1337 179.672508 -0.18 0.06 0.07 0.06
1338 179.692199 -0.17 0.06 0.07 0.06
1339 179.711936 -0.16 0.06 0.07 0.07
1340 179.726581 -0.15 0.06 0.07 0.07
1341 179.774320 -0.13 0.07 0.07 0.09
1342 179.787218 -0.12 0.08 0.07 0.09
1343 179.833264 -0.09 0.08 0.08 0.11
1344 179.865826 -0.07 0.09 0.08 0.12
1345 179.928286 -0.04 0.10 0.08 0.14
1346 179.944988 -0.03 0.10 0.08 0.15
1347 179.937831 -0.03 0.10 0.08 0.14
1348 179.915615 -0.05 0.10 0.08 0.14
1349 179.996726 -0.00 0.11 0.08 0.16
1350 179.989381 -0.01 0.11 0.08 0.16
1351 179.992118 -0.00 0.11 0.08 0.16
1352 179.954093 -0.03 0.10 0.08 0.15
1353 179.964325 -0.02 0.10 0.08 0.15
1354 179.985260 -0.01 0.10 0.08 0.16
1355 179.996048 -0.00 0.11 0.08 0.16
1356 179.989391 -0.01 0.11 0.08 0.16
1357 179.984584 -0.01 0.10 0.08 0.16
1358 180.002196 0.00 0.11 0.08 0.17
1359 180.040974 0.02 0.11 0.08 0.18
1360 180.036020 0.02 0.11 0.08 0.18
1361 180.067901 0.04 0.11 0.08 0.19
1362 179.984046 -0.01 0.10 0.08 0.16
1363 179.972098 -0.02 0.10 0.08 0.16
1364 180.000572 0.00 0.11 0.08 0.16
1365 179.977628 -0.01 0.10 0.08 0.16
1366 179.963400 -0.02 0.10 0.08 0.15
1367 180.003632 0.00 0.11 0.08 0.17
1368 179.969479 -0.02 0.10 0.08 0.15
1369 179.955918 -0.02 0.10 0.08 0.15
1370 179.972658 -0.02 0.10 0.08 0.16
1371 179.946629 -0.03 0.10 0.08 0.15
1372 179.905613 -0.05 0.09 0.08 0.13
1373 179.889961 -0.06 0.09 0.08 0.13
1374 179.900704 -0.06 0.09 0.08 0.13
1375 179.883695 -0.06 0.09 0.08 0.13
1376 179.834630 -0.09 0.09 0.08 0.11
1377 179.856144 -0.08 0.09 0.08 0.12
1378 179.847376 -0.08 0.09 0.08 0.11
1379 179.869917 -0.07 0.09 0.08 0.12
1380 179.868311 -0.07 0.09 0.08 0.12
1381 179.856173 -0.08 0.09 0.08 0.12
1382 179.896057 -0.06 0.09 0.08 0.13
1383 179.923244 -0.04 0.10 0.08 0.14
1384 179.903207 -0.05 0.09 0.08 0.13
1385 179.944066 -0.03 0.10 0.08 0.15
1386 180.001208 0.00 0.11 0.08 0.16
1387 180.016761 0.01 0.11 0.08 0.17
1388 179.995437 -0.00 0.11 0.08 0.16
1389 180.009640 0.01 0.11 0.08 0.17
1390 180.017701 0.01 0.11 0.08 0.17
1391 179.970833 -0.02 0.10 0.08 0.15
1392 179.996453 -0.00 0.11 0.08 0.16
1393 180.011076 0.01 0.11 0.08 0.17
1394 180.055724 0.03 0.11 0.08 0.18
1395 180.097418 0.05 0.12 0.08 0.20
1396 180.069021 0.04 0.11 0.08 0.19
1397 180.052207 0.03 0.11 0.08 0.18
1398 180.089217 0.05 0.12 0.08 0.19
1399 180.122884 0.07 0.12 0.08 0.21
1400 180.143002 0.08 0.12 0.08 0.21
1401 180.163989 0.09 0.13 0.08 0.22
1402 180.159447 0.09 0.13 0.08 0.22
1403 180.142966 0.08 0.12 0.08 0.21
1404 180.132205 0.07 0.12 0.08 0.21
1405 180.142376 0.08 0.12 0.08 0.21
1406 180.181735 0.10 0.13 0.08 0.22
1407 180.181375 0.10 0.13 0.08 0.22
1408 180.141054 0.08 0.12 0.08 0.21
1409 180.126337 0.07 0.12 0.08 0.21
1410 180.167772 0.09 0.13 0.08 0.22
1411 180.263311 0.15 0.14 0.08 0.25
1412 180.301382 0.17 0.14 0.08 0.26
1413 180.352279 0.20 0.15 0.08 0.28
1414 180.384599 0.21 0.15 0.08 0.29
1415 180.401890 0.22 0.16 0.08 0.30
1416 180.393333 0.22 0.15 0.08 0.29
1417 180.473538 0.26 0.16 0.08 0.32
1418 180.468968 0.26 0.16 0.08 0.32
1419 180.505735 0.28 0.17 0.08 0.33
1420 180.496704 0.28 0.17 0.08 0.33
1421 180.488455 0.27 0.17 0.08 0.33
1422 180.542421 0.30 0.17 0.08 0.34
1423 180.510218 0.28 0.17 0.08 0.33
1424 180.555813 0.31 0.17 0.08 0.35
1425 180.587254 0.33 0.18 0.08 0.36
1426 180.617633 0.34 0.18 0.08 0.37
1427 180.655258 0.36 0.19 0.08 0.38
1428 180.723545 0.40 0.20 0.08 0.40
1429 180.728328 0.40 0.20 0.08 0.41
1430 180.750524 0.42 0.20 0.08 0.41
1431 180.764770 0.42 0.20 0.08 0.42
1432 180.822122 0.46 0.21 0.08 0.44
1433 180.796768 0.44 0.20 0.08 0.43
1434 180.772760 0.43 0.20 0.08 0.42
1435 180.761532 0.42 0.20 0.08 0.42
1436 180.768909 0.43 0.20 0.08 0.42
1437 180.782077 0.43 0.20 0.08 0.42
1438 180.772457 0.43 0.20 0.08 0.42
1439 180.787329 0.44 0.20 0.08 0.43
1440 180.799464 0.44 0.20 0.08 0.43
1441 180.783257 0.44 0.20 0.08 0.42
1442 180.863704 0.48 0.21 0.08 0.45
1443 180.881073 0.49 0.21 0.08 0.46
1444 180.846615 0.47 0.21 0.08 0.44
1445 180.778509 0.43 0.20 0.08 0.42
1446 180.746514 0.41 0.20 0.08 0.41
1447 180.683546 0.38 0.19 0.08 0.39
1448 180.686247 0.38 0.19 0.08 0.39
1449 180.708506 0.39 0.19 0.08 0.40
1450 180.735871 0.41 0.20 0.08 0.41
1451 180.699878 0.39 0.19 0.08 0.40
1452 180.713763 0.40 0.19 0.08 0.40
1453 180.712494 0.40 0.19 0.08 0.40
1454 180.676253 0.38 0.19 0.08 0.39
1455 180.675753 0.38 0.19 0.08 0.39
1456 180.688255 0.38 0.19 0.08 0.39
1457 180.676432 0.38 0.19 0.08 0.39
1458 180.656899 0.36 0.19 0.08 0.38
1459 180.705998 0.39 0.19 0.08 0.40
1460 180.674523 0.37 0.19 0.08 0.39
1461 180.664893 0.37 0.19 0.08 0.38
1462 180.666826 0.37 0.19 0.08 0.39
1463 180.624716 0.35 0.18 0.08 0.37
1464 180.640801 0.36 0.19 0.08 0.38
1465 180.668358 0.37 0.19 0.08 0.39
1466 180.678521 0.38 0.19 0.08 0.39
1467 180.611041 0.34 0.18 0.08 0.37
1468 180.677199 0.38 0.19 0.08 0.39
1469 180.644992 0.36 0.19 0.08 0.38
1470 180.664678 0.37 0.19 0.08 0.38
1471 180.667934 0.37 0.19 0.08 0.39
1472 180.710439 0.39 0.19 0.08 0.40
1473 180.760989 0.42 0.20 0.08 0.42
1474 180.766339 0.43 0.20 0.08 0.42
1475 180.756102 0.42 0.20 0.08 0.41
1476 180.797638 0.44 0.20 0.08 0.43
1477 180.780935 0.43 0.20 0.08 0.42
1478 180.745818 0.41 0.20 0.08 0.41
1479 180.682470 0.38 0.19 0.08 0.39
1480 180.659451 0.37 0.19 0.08 0.38
1481 180.626278 0.35 0.18 0.08 0.37
1482 180.618633 0.34 0.18 0.08 0.37
1483 180.624987 0.35 0.18 0.08 0.37
1484 180.627455 0.35 0.18 0.08 0.37
1485 180.593824 0.33 0.18 0.08 0.36
1486 180.619005 0.34 0.18 0.08 0.37
1487 180.610570 0.34 0.18 0.08 0.37
1488 180.568511 0.32 0.18 0.08 0.35
1489 180.569198 0.32 0.18 0.08 0.35
1490 180.600610 0.33 0.18 0.08 0.36
1491 180.554586 0.31 0.17 0.08 0.35
1492 180.614542 0.34 0.18 0.08 0.37
1493 180.642888 0.36 0.19 0.08 0.38
1494 180.653745 0.36 0.19 0.08 0.38
1495 180.668725 0.37 0.19 0.08 0.39
1496 180.604870 0.34 0.18 0.08 0.36
1497 180.599194 0.33 0.18 0.08 0.36
1498 180.621036 0.35 0.18 0.08 0.37
1499 180.658274 0.37 0.19 0.08 0.38
1500 180.675117 0.38 0.19 0.08 0.39
1501 180.701287 0.39 0.19 0.08 0.40
1502 180.697099 0.39 0.19 0.08 0.40
1503 180.680261 0.38 0.19 0.08 0.39
1504 180.676104 0.38 0.19 0.08 0.39
1505 180.644586 0.36 0.19 0.08 0.38
1506 180.708228 0.39 0.19 0.08 0.40
1507 180.722134 0.40 0.20 0.08 0.40
1508 180.758529 0.42 0.20 0.08 0.42
1509 180.774502 0.43 0.20 0.08 0.42
1510 180.733417 0.41 0.20 0.08 0.41
1511 180.794512 0.44 0.20 0.08 0.43
1512 180.754966 0.42 0.20 0.08 0.41
1513 180.761329 0.42 0.20 0.08 0.42
1514 180.785116 0.44 0.20 0.08 0.42
1515 180.781094 0.43 0.20 0.08 0.42
1516 180.767298 0.43 0.20 0.08 0.42
1517 180.726477 0.40 0.20 0.08 0.40
1518 180.751659 0.42 0.20 0.08 0.41
1519 180.792433 0.44 0.20 0.08 0.43
1520 180.754680 0.42 0.20 0.08 0.41
1521 180.751336 0.42 0.20 0.08 0.41
1522 180.659141 0.37 0.19 0.08 0.38
1523 180.677984 0.38 0.19 0.08 0.39
1524 180.733556 0.41 0.20 0.08 0.41
1525 180.718260 0.40 0.19 0.08 0.40
1526 180.727157 0.40 0.20 0.08 0.41
1527 180.701193 0.39 0.19 0.08 0.40
1528 180.725019 0.40 0.20 0.08 0.40
1529 180.767071 0.43 0.20 0.08 0.42
1530 180.797475 0.44 0.20 0.08 0.43
1531 180.816918 0.45 0.21 0.08 0.43
1532 180.854097 0.47 0.21 0.08 0.45
1533 180.811267 0.45 0.21 0.08 0.43
1534 180.798819 0.44 0.20 0.08 0.43
1535 180.794351 0.44 0.20 0.08 0.43
1536 180.716412 0.40 0.19 0.08 0.40
1537 180.748281 0.42 0.20 0.08 0.41
1538 180.730070 0.41 0.20 0.08 0.41
1539 180.711394 0.40 0.19 0.08 0.40
1540 180.682506 0.38 0.19 0.08 0.39
1541 180.618652 0.34 0.18 0.08 0.37
1542 180.554175 0.31 0.17 0.08 0.35
1543 180.561242 0.31 0.18 0.08 0.35
1544 180.581534 0.32 0.18 0.08 0.36
1545 180.604107 0.34 0.18 0.08 0.36
1546 180.630135 0.35 0.18 0.08 0.37
1547 180.711844 0.40 0.19 0.08 0.40
1548 180.759601 0.42 0.20 0.08 0.42
1549 180.774076 0.43 0.20 0.08 0.42
1550 180.746287 0.41 0.20 0.08 0.41
1551 180.737192 0.41 0.20 0.08 0.41
1552 180.815850 0.45 0.21 0.08 0.43
1553 180.812886 0.45 0.21 0.08 0.43
1554 180.795170 0.44 0.20 0.08 0.43
1555 180.808272 0.45 0.21 0.08 0.43
1556 180.817169 0.45 0.21 0.08 0.43
1557 180.822439 0.46 0.21 0.08 0.44
1558 180.821771 0.46 0.21 0.08 0.44
1559 180.774522 0.43 0.20 0.08 0.42
1560 180.794936 0.44 0.20 0.08 0.43
1561 180.749151 0.42 0.20 0.08 0.41
1562 180.736245 0.41 0.20 0.08 0.41
1563 180.746314 0.41 0.20 0.08 0.41
1564 180.667053 0.37 0.19 0.08 0.39
1565 180.644349 0.36 0.19 0.08 0.38
1566 180.654105 0.36 0.19 0.08 0.38
1567 180.697890 0.39 0.19 0.08 0.40
1568 180.665883 0.37 0.19 0.08 0.38
1569 180.648226 0.36 0.19 0.08 0.38
1570 180.703759 0.39 0.19 0.08 0.40
1571 180.732414 0.41 0.20 0.08 0.41
1572 180.764806 0.42 0.20 0.08 0.42
1573 180.745859 0.41 0.20 0.08 0.41
1574 180.734822 0.41 0.20 0.08 0.41
1575 180.746884 0.41 0.20 0.08 0.41
1576 180.702032 0.39 0.19 0.08 0.40
1577 180.681061 0.38 0.19 0.08 0.39
1578 180.705106 0.39 0.19 0.08 0.40
1579 180.747375 0.42 0.20 0.08 0.41
1580 180.721121 0.40 0.19 0.08 0.40
1581 180.710766 0.39 0.19 0.08 0.40
1582 180.758227 0.42 0.20 0.08 0.42
1583 180.764826 0.42 0.20 0.08 0.42
1584 180.725692 0.40 0.20 0.08 0.40
1585 180.725258 0.40 0.20 0.08 0.40
1586 180.696294 0.39 0.19 0.08 0.39
1587 180.732145 0.41 0.20 0.08 0.41
1588 180.743184 0.41 0.20 0.08 0.41
1589 180.723346 0.40 0.20 0.08 0.40
1590 180.693464 0.39 0.19 0.08 0.39
1591 180.689890 0.38 0.19 0.08 0.39
1592 180.672879 0.37 0.19 0.08 0.39
1593 180.649444 0.36 0.19 0.08 0.38
1594 180.600118 0.33 0.18 0.08 0.36
1595 180.626000 0.35 0.18 0.08 0.37
1596 180.634288 0.35 0.18 0.08 0.37
1597 180.661345 0.37 0.19 0.08 0.38
1598 180.691084 0.38 0.19 0.08 0.39
1599 180.650273 0.36 0.19 0.08 0.38
1600 180.660227 0.37 0.19 0.08 0.38
1601 180.658306 0.37 0.19 0.08 0.38
1602 180.634539 0.35 0.18 0.08 0.37
1603 180.666687 0.37 0.19 0.08 0.39
1604 180.638992 0.35 0.18 0.08 0.38
1605 180.661016 0.37 0.19 0.08 0.38
1606 180.671665 0.37 0.19 0.08 0.39
1607 180.621290 0.35 0.18 0.08 0.37
1608 180.629241 0.35 0.18 0.08 0.37
1609 180.674840 0.37 0.19 0.08 0.39
1610 180.660130 0.37 0.19 0.08 0.38
1611 180.662978 0.37 0.19 0.08 0.38
1612 180.620059 0.34 0.18 0.08 0.37
1613 180.623045 0.35 0.18 0.08 0.37
1614 180.655688 0.36 0.19 0.08 0.38
1615 180.652637 0.36 0.19 0.08 0.38
1616 180.665652 0.37 0.19 0.08 0.38
1617 180.675319 0.38 0.19 0.08 0.39
1618 180.604133 0.34 0.18 0.08 0.36
1619 180.572142 0.32 0.18 0.08 0.35
1620 180.589823 0.33 0.18 0.08 0.36
1621 180.598325 0.33 0.18 0.08 0.36
1622 180.606510 0.34 0.18 0.08 0.37
1623 180.617664 0.34 0.18 0.08 0.37
1624 180.593583 0.33 0.18 0.08 0.36
1625 180.623681 0.35 0.18 0.08 0.37
1626 180.694661 0.39 0.19 0.08 0.39
1627 180.704534 0.39 0.19 0.08 0.40
1628 180.679338 0.38 0.19 0.08 0.39
1629 180.718695 0.40 0.19 0.08 0.40
1630 180.771708 0.43 0.20 0.08 0.42
1631 180.820591 0.46 0.21 0.08 0.44
1632 180.860748 0.48 0.21 0.08 0.45
1633 180.839055 0.47 0.21 0.08 0.44
1634 180.893167 0.50 0.22 0.08 0.46
1635 180.865225 0.48 0.21 0.08 0.45
1636 180.867414 0.48 0.21 0.08 0.45
1637 180.906440 0.50 0.22 0.08 0.46
1638 180.986573 0.55 0.23 0.08 0.49
1639 180.992511 0.55 0.23 0.08 0.49
1640 181.055477 0.59 0.24 0.08 0.51
1641 181.068113 0.59 0.24 0.08 0.52
1642 181.084611 0.60 0.24 0.08 0.52
1643 181.137628 0.63 0.25 0.08 0.54
1644 181.050408 0.58 0.24 0.08 0.51
1645 180.997988 0.55 0.23 0.08 0.49
1646 180.959398 0.53 0.22 0.08 0.48
1647 181.013869 0.56 0.23 0.08 0.50
1648 180.993438 0.55 0.23 0.08 0.49
1649 181.018673 0.57 0.23 0.08 0.50
1650 181.017865 0.57 0.23 0.08 0.50
1651 180.980849 0.54 0.23 0.08 0.49
1652 180.994445 0.55 0.23 0.08 0.49
1653 181.025130 0.57 0.23 0.08 0.50
1654 181.031558 0.57 0.23 0.08 0.51
1655 181.043594 0.58 0.23 0.08 0.51
1656 181.073691 0.60 0.24 0.08 0.52
1657 181.104959 0.61 0.24 0.08 0.53
1658 181.052597 0.58 0.24 0.08 0.51
1659 181.040202 0.58 0.23 0.08 0.51
1660 181.063298 0.59 0.24 0.08 0.52
1661 181.057383 0.59 0.24 0.08 0.51
1662 181.070604 0.59 0.24 0.08 0.52
1663 181.097848 0.61 0.24 0.08 0.53
1664 181.098021 0.61 0.24 0.08 0.53
1665 181.127122 0.63 0.24 0.08 0.54
1666 181.132191 0.63 0.25 0.08 0.54
1667 181.078989 0.60 0.24 0.08 0.52
1668 181.136026 0.63 0.25 0.08 0.54
1669 181.170621 0.65 0.25 0.08 0.55
1670 181.204701 0.67 0.25 0.08 0.56
1671 181.148564 0.64 0.25 0.08 0.54
1672 181.112276 0.62 0.24 0.08 0.53
1673 181.127650 0.63 0.24 0.08 0.54
1674 181.160373 0.64 0.25 0.08 0.55
1675 181.152155 0.64 0.25 0.08 0.55
1676 181.196693 0.66 0.25 0.08 0.56
1677 181.230572 0.68 0.26 0.08 0.57
1678 181.161955 0.65 0.25 0.08 0.55
1679 181.153769 0.64 0.25 0.08 0.55
1680 181.140691 0.63 0.25 0.08 0.54
1681 181.162485 0.65 0.25 0.08 0.55
1682 181.213584 0.67 0.26 0.08 0.57
1683 181.259713 0.70 0.26 0.08 0.58
1684 181.321879 0.73 0.27 0.08 0.60
1685 181.339739 0.74 0.27 0.08 0.61
1686 181.267871 0.70 0.26 0.08 0.58
1687 181.200257 0.67 0.25 0.08 0.56
1688 181.178792 0.65 0.25 0.08 0.55
1689 181.148654 0.64 0.25 0.08 0.54
1690 181.172415 0.65 0.25 0.08 0.55
1691 181.116258 0.62 0.24 0.08 0.53
1692 181.034236 0.57 0.23 0.08 0.51
1693 180.999807 0.56 0.23 0.08 0.50
1694 180.984070 0.55 0.23 0.08 0.49
1695 180.946338 0.53 0.22 0.08 0.48
1696 180.936160 0.52 0.22 0.08 0.47
1697 181.027255 0.57 0.23 0.08 0.50
1698 180.997024 0.55 0.23 0.08 0.49
1699 181.041530 0.58 0.23 0.08 0.51
1700 181.065097 0.59 0.24 0.08 0.52
1701 181.073941 0.60 0.24 0.08 0.52
1702 181.014366 0.56 0.23 0.08 0.50
1703 180.998430 0.55 0.23 0.08 0.49
1704 180.981998 0.55 0.23 0.08 0.49
1705 180.998236 0.55 0.23 0.08 0.49
1706 181.018131 0.57 0.23 0.08 0.50
1707 180.987562 0.55 0.23 0.08 0.49
1708 180.995803 0.55 0.23 0.08 0.49
1709 180.965909 0.54 0.23 0.08 0.48
1710 180.919837 0.51 0.22 0.08 0.47
1711 180.950815 0.53 0.22 0.08 0.48
1712 180.928365 0.52 0.22 0.08 0.47
1713 180.912224 0.51 0.22 0.08 0.47
1714 180.882071 0.49 0.21 0.08 0.46
1715 180.904316 0.50 0.22 0.08 0.46
1716 180.989018 0.55 0.23 0.08 0.49
1717 181.005799 0.56 0.23 0.08 0.50
1718 181.100290 0.61 0.24 0.08 0.53
1719 181.116592 0.62 0.24 0.08 0.53
1720 181.148252 0.64 0.25 0.08 0.54
1721 181.177007 0.65 0.25 0.08 0.55
1722 181.185645 0.66 0.25 0.08 0.56
1723 181.211103 0.67 0.26 0.08 0.57
1724 181.224060 0.68 0.26 0.08 0.57
1725 181.242349 0.69 0.26 0.08 0.58
1726 181.255681 0.70 0.26 0.08 0.58
1727 181.217806 0.68 0.26 0.08 0.57
1728 181.236143 0.69 0.26 0.08 0.57
1729 181.167672 0.65 0.25 0.08 0.55
1730 181.126724 0.63 0.24 0.08 0.54
1731 181.080748 0.60 0.24 0.08 0.52
1732 181.093074 0.61 0.24 0.08 0.53
1733 181.026561 0.57 0.23 0.08 0.50
1734 181.074778 0.60 0.24 0.08 0.52
1735 181.043844 0.58 0.23 0.08 0.51
1736 181.039032 0.58 0.23 0.08 0.51
1737 181.057667 0.59 0.24 0.08 0.51
1738 181.005340 0.56 0.23 0.08 0.50
1739 181.025792 0.57 0.23 0.08 0.50
1740 181.085639 0.60 0.24 0.08 0.52
1741 181.045605 0.58 0.23 0.08 0.51
1742 181.024274 0.57 0.23 0.08 0.50
1743 181.036527 0.58 0.23 0.08 0.51
1744 181.045891 0.58 0.23 0.08 0.51
1745 181.084877 0.60 0.24 0.08 0.52
1746 181.114872 0.62 0.24 0.08 0.53
1747 181.043262 0.58 0.23 0.08 0.51
1748 181.099471 0.61 0.24 0.08 0.53
1749 181.106674 0.61 0.24 0.08 0.53
1750 181.055485 0.59 0.24 0.08 0.51
1751 181.081069 0.60 0.24 0.08 0.52
1752 181.093417 0.61 0.24 0.08 0.53
1753 181.148538 0.64 0.25 0.08 0.54
1754 181.093088 0.61 0.24 0.08 0.53
1755 181.080589 0.60 0.24 0.08 0.52
1756 181.088242 0.60 0.24 0.08 0.52
1757 181.143211 0.64 0.25 0.08 0.54
1758 181.168575 0.65 0.25 0.08 0.55
1759 181.228849 0.68 0.26 0.08 0.57
1760 181.268710 0.70 0.26 0.08 0.58
1761 181.314134 0.73 0.27 0.08 0.60
1762 181.344994 0.75 0.27 0.08 0.61
1763 181.368541 0.76 0.27 0.08 0.62
1764 181.342775 0.75 0.27 0.08 0.61
1765 181.367032 0.76 0.27 0.08 0.62
1766 181.369827 0.76 0.27 0.08 0.62
1767 181.386129 0.77 0.28 0.08 0.62
1768 181.449155 0.81 0.28 0.08 0.64
1769 181.507161 0.84 0.29 0.08 0.66
1770 181.537915 0.85 0.30 0.08 0.67
1771 181.497223 0.83 0.29 0.08 0.66
1772 181.528388 0.85 0.29 0.08 0.67
1773 181.615846 0.90 0.30 0.08 0.70
1774 181.565397 0.87 0.30 0.08 0.68
1775 181.578117 0.88 0.30 0.08 0.69
1776 181.575955 0.88 0.30 0.08 0.69
1777 181.540968 0.86 0.30 0.08 0.67
1778 181.578563 0.88 0.30 0.08 0.69
1779 181.599388 0.89 0.30 0.08 0.69
1780 181.562363 0.87 0.30 0.08 0.68
1781 181.593360 0.89 0.30 0.08 0.69
1782 181.570997 0.87 0.30 0.08 0.68
1783 181.601588 0.89 0.30 0.08 0.69
1784 181.626450 0.90 0.31 0.08 0.70
1785 181.654185 0.92 0.31 0.08 0.71
1786 181.668987 0.93 0.31 0.08 0.72
1787 181.696536 0.94 0.31 0.08 0.73
1788 181.716267 0.95 0.32 0.08 0.73
1789 181.645791 0.91 0.31 0.08 0.71
1790 181.691882 0.94 0.31 0.08 0.72
1791 181.689947 0.94 0.31 0.08 0.72
1792 181.754875 0.97 0.32 0.08 0.75
1793 181.810857 1.01 0.33 0.08 0.76
1794 181.802059 1.00 0.33 0.08 0.76
1795 181.748345 0.97 0.32 0.08 0.74
1796 181.732408 0.96 0.32 0.08 0.74
1797 181.733817 0.96 0.32 0.08 0.74
